No.,Year.Built,BuildingArea,AreaUnits,Type,County,City,Price.USD
11688,2021,0,Acres,SINGLE_FAMILY,Habersham County,Clarkesville,349900
11689,0,0,Acres,LOT,Habersham County,Clarkesville,90000
11690,0,0,Acres,LOT,Habersham County,Clarkesville,19500
11691,1959,1175,sqft,MULTI_FAMILY,Bibb County,Macon,25000
11692,1954,672,Acres,SINGLE_FAMILY,Bibb County,Macon,49999
11693,1935,1382,sqft,MULTI_FAMILY,Bibb County,Macon,65000
11694,1996,0,sqft,SINGLE_FAMILY,Bibb County,Macon,57000
11695,1900,1872,sqft,SINGLE_FAMILY,Bibb County,Macon,173900
11696,1900,1200,sqft,SINGLE_FAMILY,Bibb County,Macon,19500
11697,1950,1404,Acres,SINGLE_FAMILY,Bibb County,Macon,150000
11698,1955,0,sqft,SINGLE_FAMILY,Bibb County,Macon,38000
11699,1944,0,sqft,SINGLE_FAMILY,Bibb County,Macon,59900
11700,1950,0,Acres,SINGLE_FAMILY,Bibb County,Macon,28000
11701,0,0,sqft,LOT,Bibb County,Macon,39500
11702,1900,0,sqft,SINGLE_FAMILY,Bibb County,Macon,12000
11703,1900,1811,Acres,SINGLE_FAMILY,Bibb County,Macon,149999
11704,2006,1988,sqft,CONDO,Cobb County,Austell,259900
11705,2002,0,sqft,SINGLE_FAMILY,Cobb County,Austell,363900
11706,1978,1050,Acres,SINGLE_FAMILY,Cobb County,Austell,297900
11707,1999,1394,sqft,SINGLE_FAMILY,Cobb County,Austell,255000
11708,2017,0,sqft,SINGLE_FAMILY,Cobb County,Austell,350000
11709,1965,2768,Acres,SINGLE_FAMILY,Cobb County,Austell,335000
11710,2001,1412,sqft,TOWNHOUSE,Cobb County,Austell,194900
11711,1974,1520,Acres,SINGLE_FAMILY,Cobb County,Austell,226000
11712,1969,0,Acres,LOT,Cobb County,Mableton,900000
11713,0,0,sqft,LOT,Cobb County,Austell,15000
11714,1980,1600,Acres,SINGLE_FAMILY,Cobb County,Austell,265000
11715,1910,1711,Acres,SINGLE_FAMILY,Cobb County,Austell,200000
11716,1900,0,Acres,LOT,Cobb County,Austell,5600000
11717,1988,1272,Acres,SINGLE_FAMILY,Cobb County,Austell,190000
11718,1965,1185,Acres,SINGLE_FAMILY,Cobb County,Powder Springs,239000
11719,0,0,Acres,LOT,Cobb County,Powder Springs,58000
11720,2006,3364,Acres,SINGLE_FAMILY,Cobb County,Austell,385000
11721,1961,1442,Acres,SINGLE_FAMILY,Cobb County,Austell,280000
11722,0,0,Acres,LOT,Cobb County,Austell,50000
11723,1970,1080,Acres,SINGLE_FAMILY,Cobb County,Austell,184500
11724,0,0,Acres,LOT,Cobb County,Austell,125000
11725,1935,1128,sqft,SINGLE_FAMILY,Cobb County,Austell,219900
11726,1994,1465,sqft,SINGLE_FAMILY,Cobb County,Austell,199900
11727,1962,1300,Acres,SINGLE_FAMILY,Cobb County,Austell,300000
11728,1900,0,Acres,LOT,Cobb County,Austell,30000
11729,2004,750,sqft,CONDO,Fulton County,Atlanta,186900
11730,2004,1670,sqft,TOWNHOUSE,Fulton County,Atlanta,419000
11731,2005,1045,sqft,CONDO,Fulton County,Atlanta,395000
11732,2006,0,sqft,CONDO,Fulton County,Atlanta,299900
11733,2005,1155,sqft,CONDO,Fulton County,Atlanta,277990
11734,2003,1270,sqft,TOWNHOUSE,Fulton County,Atlanta,475000
11735,2020,2958,sqft,TOWNHOUSE,Fulton County,Atlanta,749000
11736,2006,1000,sqft,CONDO,Fulton County,Atlanta,299900
11737,2009,1535,sqft,CONDO,Fulton County,Atlanta,715000
11738,2006,1729,sqft,CONDO,Fulton County,Atlanta,304900
11739,2009,1801,sqft,CONDO,Fulton County,Atlanta,649900
11740,2019,0,Acres,SINGLE_FAMILY,Camden County,White Oak,525000
11741,0,0,Acres,LOT,Camden County,White Oak,69000
11742,0,0,Acres,LOT,Camden County,White Oak,295000
11743,0,0,Acres,LOT,Camden County,White Oak,32000
11744,0,0,Acres,LOT,Camden County,White Oak,99000
11745,0,0,Acres,LOT,Camden County,White Oak,89000
11746,0,0,Acres,LOT,Camden County,White Oak,34900
11747,2021,0,Acres,SINGLE_FAMILY,Camden County,White Oak,650000
11748,0,0,Acres,LOT,Camden County,White Oak,89000
11749,0,0,Acres,LOT,Camden County,White Oak,289500
11750,0,0,Acres,LOT,Camden County,White Oak,99000
11751,0,0,Acres,LOT,Camden County,White Oak,135500
11752,0,0,Acres,LOT,Camden County,White Oak,34900
11753,1975,1372,sqft,CONDO,Gwinnett County,Lawrenceville,144500
11754,0,0,Acres,LOT,Gwinnett County,Lawrenceville,110000
11755,1959,2163,Acres,SINGLE_FAMILY,Gwinnett County,Lawrenceville,475000
11756,2000,1880,sqft,SINGLE_FAMILY,Gwinnett County,Lawrenceville,92000
11757,2003,1816,Acres,SINGLE_FAMILY,Gwinnett County,Lawrenceville,275000
11758,2000,2875,Acres,SINGLE_FAMILY,Gwinnett County,Lawrenceville,375000
11759,2016,0,sqft,SINGLE_FAMILY,Gwinnett County,Lawrenceville,340000
11760,2003,3400,Acres,SINGLE_FAMILY,Gwinnett County,Lawrenceville,375000
11761,2004,1749,Acres,SINGLE_FAMILY,Gwinnett County,Lawrenceville,229999
11762,2002,4610,Acres,SINGLE_FAMILY,Gwinnett County,Lawrenceville,497000
11763,2007,5106,sqft,SINGLE_FAMILY,Gwinnett County,Lawrenceville,405000
11764,2002,4373,Acres,SINGLE_FAMILY,Gwinnett County,Lawrenceville,530000
11765,2001,5710,Acres,SINGLE_FAMILY,Gwinnett County,Lawrenceville,1100000
11766,2001,3195,Acres,SINGLE_FAMILY,Gwinnett County,Lawrenceville,410000
11767,2017,1974,sqft,SINGLE_FAMILY,Gwinnett County,Lawrenceville,319000
11768,2001,2470,Acres,SINGLE_FAMILY,Gwinnett County,Lawrenceville,325000
11769,2000,6079,Acres,SINGLE_FAMILY,Gwinnett County,Lawrenceville,629900
11770,1996,2499,Acres,SINGLE_FAMILY,Gwinnett County,Lawrenceville,450000
11771,0,0,Acres,LOT,Gwinnett County,Lawrenceville,700000
11772,0,0,Acres,LOT,Gwinnett County,Lawrenceville,4000000
11773,0,0,sqft,LOT,Gwinnett County,Lawrenceville,28999
11774,0,0,sqft,LOT,Gwinnett County,Lawrenceville,319000
11775,2001,2290,Acres,SINGLE_FAMILY,Gwinnett County,Lawrenceville,325000
11776,1972,1286,Acres,SINGLE_FAMILY,Gwinnett County,Lawrenceville,249000
11777,2001,2824,Acres,SINGLE_FAMILY,Gwinnett County,Lawrenceville,389000
11778,1974,0,Acres,SINGLE_FAMILY,Tift County,Chula,402000
11779,0,0,Acres,LOT,Tift County,Chula,174500
11780,0,0,Acres,LOT,Tift County,Chula,29900
11781,0,0,Acres,LOT,Tift County,Chula,34900
11782,2006,2984,Acres,SINGLE_FAMILY,Jackson County,Bogart,435000
11783,2006,5327,Acres,SINGLE_FAMILY,Oconee County,Bogart,759900
11784,2002,2485,Acres,SINGLE_FAMILY,Oconee County,Bogart,529900
11785,0,0,Acres,LOT,Clarke County,Bogart,275000
11786,2009,6258,Acres,SINGLE_FAMILY,Oconee County,Bogart,949900
11787,0,0,Acres,LOT,Jackson County,Bogart,1147800
11788,0,0,Acres,LOT,Oconee County,Bogart,1500000
11789,0,0,Acres,LOT,Oconee County,Bogart,150000
11790,2007,7000,Acres,SINGLE_FAMILY,Oconee County,Bogart,845000
11791,1999,2908,Acres,SINGLE_FAMILY,Oconee County,Bogart,487500
11792,0,0,Acres,LOT,Oconee County,Bogart,229990
11793,1975,0,Acres,SINGLE_FAMILY,Oconee County,Bogart,3000000
11794,1980,1719,Acres,SINGLE_FAMILY,Jackson County,Bogart,179900
11795,1930,1489,Acres,SINGLE_FAMILY,Oconee County,Bogart,374900
11796,2006,0,Acres,SINGLE_FAMILY,Oconee County,Bogart,439900
11797,0,0,Acres,LOT,Oconee County,Bogart,550000
11798,1970,2622,Acres,SINGLE_FAMILY,Clarke County,Bogart,990000
11799,1988,0,Acres,SINGLE_FAMILY,Oconee County,Bogart,699900
11800,0,0,Acres,LOT,Jackson County,Bogart,74900
11801,0,0,Acres,LOT,Oconee County,Bogart,350000
11802,0,0,Acres,LOT,Clarke County,Bogart,48000
11803,0,0,Acres,LOT,Clarke County,Bogart,49900
11804,0,0,Acres,LOT,Oconee County,Statham,40000
11805,0,0,Acres,LOT,Oconee County,Bogart,800000
11806,0,0,sqft,LOT,Harris County,Warm Springs,18500
11807,0,0,Acres,LOT,Meriwether County,Warm Springs,43500
11808,1964,704,sqft,SINGLE_FAMILY,Meriwether County,Warm Springs,22900
11809,1974,3400,Acres,SINGLE_FAMILY,Meriwether County,Warm Springs,465000
11810,1981,1731,Acres,SINGLE_FAMILY,Meriwether County,Warm Springs,217000
11811,0,0,Acres,LOT,Harris County,Warm Springs,331700
11812,0,0,Acres,LOT,Meriwether County,Warm Springs,150000
11813,0,0,Acres,LOT,Harris County,Warm Springs,18500
11814,0,0,Acres,LOT,Meriwether County,Warm Springs,24900
11815,0,0,Acres,LOT,Harris County,Warm Springs,27988
11816,2002,3712,Acres,SINGLE_FAMILY,Meriwether County,Warm Springs,379000
11817,1999,1512,Acres,SINGLE_FAMILY,Habersham County,Alto,179901
11818,2000,4176,Acres,SINGLE_FAMILY,Banks County,Alto,499000
11819,0,0,Acres,LOT,Banks County,Alto,98000
11820,0,0,Acres,LOT,Habersham County,Alto,999500
11821,0,0,Acres,LOT,Hall County,Alto,842415
11822,0,0,Acres,LOT,Habersham County,Alto,1748869
11823,1909,0,Acres,MULTI_FAMILY,Habersham County,Alto,299000
11824,1955,1080,Acres,SINGLE_FAMILY,Habersham County,Alto,300000
11825,2006,3760,Acres,SINGLE_FAMILY,Banks County,Alto,390000
11826,1998,0,Acres,SINGLE_FAMILY,Habersham County,Alto,458900
11827,0,0,Acres,LOT,Habersham County,Alto,129500
11828,2007,11828,Acres,SINGLE_FAMILY,Banks County,Alto,12750000
11829,2007,11828,Acres,SINGLE_FAMILY,Banks County,Alto,6000000
11830,2007,0,Acres,LOT,Banks County,Alto,6750000
11831,2002,0,Acres,SINGLE_FAMILY,Banks County,Alto,949000
11832,2018,2000,sqft,TOWNHOUSE,Fulton County,Sandy Springs,485000
11833,1978,587,sqft,TOWNHOUSE,Fulton County,Atlanta,259900
11834,1997,6115,Acres,SINGLE_FAMILY,Fulton County,Sandy Springs,1299000
11835,2012,6325,Acres,SINGLE_FAMILY,Fulton County,Atlanta,1798000
11836,1993,0,sqft,SINGLE_FAMILY,Fulton County,Atlanta,1400000
11837,1999,3015,Acres,SINGLE_FAMILY,Fulton County,Atlanta,729900
11838,1956,0,Acres,LOT,Fulton County,Atlanta,675000
11839,2017,1801,sqft,TOWNHOUSE,Fulton County,Atlanta,525000
11840,1973,2398,sqft,TOWNHOUSE,Fulton County,Sandy Springs,499900
11841,1941,2225,Acres,SINGLE_FAMILY,Fulton County,Atlanta,1100000
11842,1995,3278,Acres,SINGLE_FAMILY,Fulton County,Sandy Springs,659000
11843,1962,4625,Acres,SINGLE_FAMILY,Fulton County,Atlanta,1077700
11844,2007,9125,Acres,SINGLE_FAMILY,Fulton County,Atlanta,3500000
11845,1957,2314,Acres,SINGLE_FAMILY,Fulton County,Atlanta,699500
11846,2019,1801,sqft,TOWNHOUSE,Fulton County,Atlanta,545000
11847,2008,6700,Acres,SINGLE_FAMILY,Fulton County,Atlanta,1695000
11848,2000,7700,Acres,SINGLE_FAMILY,Fulton County,Atlanta,1700000
11849,2021,4700,Acres,SINGLE_FAMILY,Fulton County,Atlanta,1850000
11850,1945,3739,sqft,SINGLE_FAMILY,Fulton County,Atlanta,850000
11851,1957,0,Acres,SINGLE_FAMILY,Fulton County,Sandy Springs,450000
11852,2014,9000,Acres,SINGLE_FAMILY,Fulton County,Atlanta,2250000
11853,1980,2880,Acres,SINGLE_FAMILY,Fulton County,Atlanta,899000
11854,1961,0,Acres,SINGLE_FAMILY,Fulton County,Sandy Springs,799000
11855,1979,3766,Acres,SINGLE_FAMILY,Fulton County,Sandy Springs,799000
11856,0,0,Acres,LOT,Fulton County,Atlanta,975000
11857,1950,1659,Acres,SINGLE_FAMILY,Bibb County,Macon,145000
11858,1973,1428,sqft,CONDO,Bibb County,Macon,99500
11859,1950,736,sqft,SINGLE_FAMILY,Bibb County,Macon,30000
11860,0,0,Acres,LOT,Bibb County,Macon,12500
11861,0,0,Acres,LOT,Bibb County,Macon,12500
11862,0,0,Acres,LOT,Bibb County,Macon,12500
11863,0,0,Acres,LOT,Heard County,Roopville,50000
11864,0,0,Acres,LOT,Carroll County,Roopville,108612
11865,0,0,Acres,LOT,Carroll County,Roopville,247900
11866,0,0,Acres,LOT,Carroll County,Franklin,686521
11867,0,0,Acres,LOT,Heard County,Roopville,435000
11868,2005,8365,Acres,SINGLE_FAMILY,Carroll County,Roopville,945000
11869,1992,1152,Acres,SINGLE_FAMILY,Heard County,Roopville,115000
11870,1989,3360,Acres,SINGLE_FAMILY,Carroll County,Roopville,1247250
11871,1999,1356,sqft,SINGLE_FAMILY,Gwinnett County,Duluth,289900
11872,1993,0,Acres,SINGLE_FAMILY,Gwinnett County,Duluth,421900
11873,2007,5738,Acres,SINGLE_FAMILY,Gwinnett County,Duluth,1499000
11874,1992,2747,Acres,SINGLE_FAMILY,Gwinnett County,Duluth,429900
11875,2005,4690,Acres,SINGLE_FAMILY,Gwinnett County,Duluth,699000
11876,2004,2324,sqft,SINGLE_FAMILY,Gwinnett County,Duluth,334900
11877,1986,1188,sqft,SINGLE_FAMILY,Gwinnett County,Norcross,215000
11878,1984,0,Acres,MULTI_FAMILY,Gwinnett County,Duluth,399000
11879,2009,4552,Acres,SINGLE_FAMILY,Gwinnett County,Duluth,585000
11880,1999,1406,sqft,SINGLE_FAMILY,Gwinnett County,Duluth,299900
11881,2003,3063,sqft,SINGLE_FAMILY,Gwinnett County,Duluth,519500
11882,1991,1408,sqft,TOWNHOUSE,Gwinnett County,Norcross,249900
11883,1977,1164,Acres,SINGLE_FAMILY,Gwinnett County,Duluth,303000
11884,2017,2697,sqft,SINGLE_FAMILY,Gwinnett County,Lawrenceville,519900
11885,1992,2646,Acres,SINGLE_FAMILY,Gwinnett County,Duluth,439000
11886,1997,7898,Acres,SINGLE_FAMILY,Gwinnett County,Duluth,1385000
11887,1988,4305,Acres,SINGLE_FAMILY,Gwinnett County,Lawrenceville,475000
11888,1989,2728,Acres,SINGLE_FAMILY,Gwinnett County,Duluth,349900
11889,0,0,Acres,LOT,Gwinnett County,Duluth,350000
11890,2018,4086,Acres,SINGLE_FAMILY,Gwinnett County,Lawrenceville,679000
11891,1960,680,sqft,CONDO,Fulton County,Atlanta,275000
11892,1952,2047,Acres,SINGLE_FAMILY,Stephens County,Toccoa,274500
11893,1977,3150,Acres,SINGLE_FAMILY,Stephens County,Toccoa,289900
11894,1946,1823,sqft,SINGLE_FAMILY,Stephens County,Toccoa,249700
11895,2001,2558,Acres,SINGLE_FAMILY,Stephens County,Toccoa,389900
11896,1958,1183,Acres,SINGLE_FAMILY,Stephens County,Toccoa,174900
11897,0,0,Acres,LOT,Stephens County,Toccoa,149900
11898,1980,3855,Acres,SINGLE_FAMILY,Stephens County,Toccoa,427900
11899,2003,1840,Acres,SINGLE_FAMILY,Stephens County,Toccoa,850000
11900,0,0,Acres,LOT,Stephens County,Toccoa,110000
11901,0,0,Acres,LOT,Stephens County,Toccoa,80000
11902,0,0,Acres,LOT,Stephens County,Toccoa,110000
11903,2010,5821,Acres,SINGLE_FAMILY,Stephens County,Toccoa,1650000
11904,2007,4795,Acres,SINGLE_FAMILY,Stephens County,Toccoa,479500
11905,1955,0,Acres,SINGLE_FAMILY,Stephens County,Toccoa,180000
11906,0,0,Acres,LOT,Stephens County,Toccoa,22000
11907,0,0,Acres,LOT,Stephens County,Toccoa,54900
11908,0,0,Acres,LOT,Stephens County,Toccoa,370960
11909,0,0,Acres,LOT,Stephens County,Toccoa,89000
11910,0,0,Acres,LOT,Stephens County,Toccoa,799900
11911,0,0,Acres,LOT,Stephens County,Toccoa,200000
11912,0,0,Acres,LOT,Stephens County,Toccoa,100000
11913,0,0,Acres,LOT,Stephens County,Toccoa,100000
11914,0,0,Acres,LOT,Stephens County,Toccoa,139000
11915,2016,0,Acres,SINGLE_FAMILY,Barrow County,Winder,399900
11916,2015,2464,Acres,SINGLE_FAMILY,Barrow County,Winder,324000
11917,1956,2030,Acres,SINGLE_FAMILY,Barrow County,Winder,325000
11918,1990,1121,Acres,SINGLE_FAMILY,Barrow County,Winder,205000
11919,2017,2494,Acres,SINGLE_FAMILY,Barrow County,Winder,316000
11920,2018,2023,sqft,TOWNHOUSE,Barrow County,Winder,255000
11921,2018,2023,sqft,TOWNHOUSE,Barrow County,Winder,255000
11922,1956,1401,Acres,SINGLE_FAMILY,Barrow County,Winder,209000
11923,2001,2200,sqft,SINGLE_FAMILY,Barrow County,Winder,294900
11924,2007,5133,Acres,SINGLE_FAMILY,Barrow County,Winder,479000
11925,2007,2738,Acres,SINGLE_FAMILY,Barrow County,Winder,407000
11926,2004,1482,Acres,SINGLE_FAMILY,Barrow County,Winder,239000
11927,1970,1109,Acres,SINGLE_FAMILY,Barrow County,Winder,250000
11928,2002,1081,sqft,SINGLE_FAMILY,Barrow County,Winder,225000
11929,1973,1272,Acres,SINGLE_FAMILY,Barrow County,Winder,219000
11930,2005,2728,Acres,SINGLE_FAMILY,Barrow County,Winder,429900
11931,0,0,Acres,LOT,Barrow County,Winder,120000
11932,2006,2695,Acres,SINGLE_FAMILY,Barrow County,Winder,411000
11933,2012,0,Acres,SINGLE_FAMILY,Barrow County,Winder,799000
11934,1993,1478,Acres,SINGLE_FAMILY,Barrow County,Winder,239900
11935,1925,3986,Acres,SINGLE_FAMILY,Barrow County,Winder,599900
11936,1950,1368,Acres,SINGLE_FAMILY,Barrow County,Winder,399900
11937,0,0,Acres,LOT,Barrow County,Winder,199900
11938,1920,0,Acres,LOT,Fulton County,Atlanta,725000
11939,2021,0,sqft,SINGLE_FAMILY,Fulton County,Atlanta,814900
11940,0,0,Acres,LOT,Union County,Morganton,55000
11941,0,0,Acres,LOT,Fannin County,Mineral Bluff,1043000
11942,0,0,Acres,LOT,Fannin County,Mineral Bluff,42900
11943,0,0,Acres,LOT,Fannin County,Mineral Bluff,37900
11944,2007,3856,Acres,SINGLE_FAMILY,Union County,Morganton,499900
11945,2005,2280,Acres,SINGLE_FAMILY,Fannin County,Mineral Bluff,799900
11946,0,0,Acres,LOT,Union County,Morganton,19000
11947,2006,5286,Acres,SINGLE_FAMILY,Union County,Morganton,689000
11948,1965,0,Acres,SINGLE_FAMILY,Fannin County,Mineral Bluff,100000
11949,0,0,Acres,LOT,Fannin County,Mineral Bluff,239000
11950,1996,2500,Acres,SINGLE_FAMILY,Fannin County,Mineral Bluff,750000
11951,0,0,Acres,LOT,Fannin County,Mineral Bluff,39900
11952,2021,0,sqft,SINGLE_FAMILY,Fannin County,Mineral Bluff,639000
11953,0,0,Acres,LOT,Fannin County,Mineral Bluff,42900
11954,2021,1750,Acres,SINGLE_FAMILY,Fannin County,Mineral Bluff,549000
11955,0,0,Acres,LOT,Union County,Morganton,29900
11956,0,0,Acres,LOT,Fannin County,Mineral Bluff,499900
11957,2001,0,sqft,SINGLE_FAMILY,Houston County,Bonaire,140000
11958,0,0,Acres,LOT,Houston County,Bonaire,24900
11959,1955,0,Acres,SINGLE_FAMILY,Houston County,Warner Robins,69000
11960,1997,1861,sqft,SINGLE_FAMILY,Houston County,Bonaire,189900
11961,2004,0,sqft,SINGLE_FAMILY,Houston County,Warner Robins,149900
11962,1997,0,sqft,SINGLE_FAMILY,Houston County,Bonaire,189900
11963,1960,0,sqft,SINGLE_FAMILY,Houston County,Warner Robins,69900
11964,1956,0,Acres,SINGLE_FAMILY,Houston County,Warner Robins,97900
11965,1978,0,Acres,SINGLE_FAMILY,Houston County,Warner Robins,144500
11966,1962,0,Acres,SINGLE_FAMILY,Houston County,Warner Robins,119900
11967,1956,1242,Acres,SINGLE_FAMILY,Houston County,Bonaire,194900
11968,2007,3212,sqft,SINGLE_FAMILY,Gwinnett County,Buford,350000
11969,2017,3144,sqft,SINGLE_FAMILY,Gwinnett County,Buford,559999
11970,2015,2935,sqft,SINGLE_FAMILY,Gwinnett County,Buford,500000
11971,2003,1972,Acres,SINGLE_FAMILY,Gwinnett County,Sugar Hill,340000
11972,1973,1922,Acres,SINGLE_FAMILY,Gwinnett County,Buford,359000
11973,2004,1874,Acres,SINGLE_FAMILY,Gwinnett County,Sugar Hill,289900
11974,2003,1972,Acres,SINGLE_FAMILY,Gwinnett County,Sugar Hill,309000
11975,1996,2148,Acres,SINGLE_FAMILY,Gwinnett County,Buford,369900
11976,2013,2500,sqft,SINGLE_FAMILY,Gwinnett County,Sugar Hill,385000
11977,2016,1922,Acres,SINGLE_FAMILY,Gwinnett County,Buford,325000
11978,1994,2923,Acres,SINGLE_FAMILY,Gwinnett County,Buford,360000
11979,2017,2439,sqft,SINGLE_FAMILY,Gwinnett County,Buford,424990
11980,2014,3571,sqft,SINGLE_FAMILY,Gwinnett County,Buford,445000
11981,1989,1608,Acres,SINGLE_FAMILY,Gwinnett County,Sugar Hill,325000
11982,2020,0,sqft,SINGLE_FAMILY,Gwinnett County,Buford,400000
11983,2021,2589,sqft,SINGLE_FAMILY,Gwinnett County,Buford,461313
11984,2002,3098,Acres,SINGLE_FAMILY,Gwinnett County,Buford,425000
11985,2003,3951,Acres,SINGLE_FAMILY,Gwinnett County,Buford,451900
11986,2000,2323,Acres,SINGLE_FAMILY,Gwinnett County,Buford,325000
11987,2016,0,sqft,SINGLE_FAMILY,Gwinnett County,Buford,428900
11988,1980,1098,Acres,SINGLE_FAMILY,Gwinnett County,Buford,252000
11989,2010,2131,sqft,SINGLE_FAMILY,Gwinnett County,Buford,370000
11990,1994,2520,Acres,SINGLE_FAMILY,Gwinnett County,Buford,425000
11991,0,0,Acres,LOT,Gwinnett County,Buford,92999
11992,0,0,Acres,LOT,Gwinnett County,Buford,1952940
11993,0,0,Acres,LOT,Murray County,Crandall,389632
11994,0,0,Acres,LOT,Dodge County,Rhine,15000
11995,1940,0,Acres,SINGLE_FAMILY,Ware County,Manor,50000
11996,2011,0,Acres,SINGLE_FAMILY,Ware County,Manor,306500
11997,0,0,Acres,LOT,Ware County,Manor,63100
11998,2004,1628,sqft,SINGLE_FAMILY,Dekalb County,Atlanta,499500
11999,2011,3102,sqft,TOWNHOUSE,Dekalb County,Atlanta,775000
12000,1930,3340,Acres,SINGLE_FAMILY,Fulton County,Atlanta,1350000
12001,1926,2324,sqft,SINGLE_FAMILY,Fulton County,Atlanta,900000
12002,2021,2491,sqft,SINGLE_FAMILY,Dekalb County,Atlanta,839000
12003,1956,2900,Acres,SINGLE_FAMILY,Dekalb County,Atlanta,500000
12004,2021,804,Acres,CONDO,Dekalb County,Atlanta,310900
12005,1940,2471,Acres,SINGLE_FAMILY,Fulton County,Atlanta,3500
12006,1928,3633,sqft,SINGLE_FAMILY,Fulton County,Atlanta,1695000
12007,1930,1231,sqft,SINGLE_FAMILY,Fulton County,Atlanta,450000
12008,1928,3024,Acres,SINGLE_FAMILY,Dekalb County,Atlanta,750000
12009,1940,2720,Acres,SINGLE_FAMILY,Fulton County,Atlanta,1095000
12010,1993,872,Acres,SINGLE_FAMILY,Rabun County,Clayton,160000
12011,1951,1468,Acres,SINGLE_FAMILY,Rabun County,Clayton,400000
12012,1972,0,Acres,SINGLE_FAMILY,Rabun County,Clayton,349000
12013,2010,2060,Acres,SINGLE_FAMILY,Rabun County,Tiger,330000
12014,0,0,Acres,LOT,Rabun County,Clayton,74900
12015,0,0,Acres,LOT,Rabun County,Rabun Gap,24900
12016,0,0,Acres,LOT,Rabun County,Clayton,79900
12017,0,0,Acres,LOT,Rabun County,Mountain City,160000
12018,0,0,sqft,LOT,Rabun County,Rabun Gap,31500
12019,0,0,sqft,LOT,Rabun County,Rabun Gap,73000
12020,0,0,Acres,LOT,Rabun County,Clayton,40000
12021,0,0,Acres,LOT,Rabun County,Clayton,75000
12022,0,0,Acres,LOT,Rabun County,Clayton,150000
12023,0,0,sqft,LOT,Rabun County,Mountain City,44000
12024,0,0,Acres,LOT,Rabun County,Rabun Gap,195000
12025,2003,1680,Acres,SINGLE_FAMILY,Rabun County,Clayton,259900
12026,2003,0,Acres,SINGLE_FAMILY,Rabun County,Rabun Gap,695000
12027,2021,0,sqft,SINGLE_FAMILY,Rabun County,Mountain City,179000
12028,1971,1962,Acres,SINGLE_FAMILY,Rabun County,Rabun Gap,345000
12029,0,0,Acres,LOT,Rabun County,Clayton,115000
12030,2021,1536,Acres,SINGLE_FAMILY,Rabun County,Clayton,325000
12031,1928,2064,Acres,SINGLE_FAMILY,Rabun County,Clayton,349900
12032,1973,0,Acres,SINGLE_FAMILY,Rabun County,Clayton,350000
12033,1989,0,Acres,SINGLE_FAMILY,Rabun County,Rabun Gap,399900
12034,1994,2555,Acres,SINGLE_FAMILY,Laurens County,East Dublin,275000
12035,0,0,sqft,LOT,Laurens County,East Dublin,39000
12036,1988,1096,Acres,SINGLE_FAMILY,Laurens County,East Dublin,79000
12037,0,0,Acres,LOT,Laurens County,East Dublin,15000
12038,0,0,Acres,LOT,Laurens County,East Dublin,200000
12039,0,0,Acres,LOT,Laurens County,East Dublin,15000
12040,0,0,Acres,LOT,Laurens County,East Dublin,217650
12041,1970,0,Acres,MULTI_FAMILY,Laurens County,East Dublin,39000
12042,1957,1040,sqft,SINGLE_FAMILY,Laurens County,Dublin,48000
12043,1955,866,Acres,SINGLE_FAMILY,Laurens County,Dublin,43000
12044,1960,986,Acres,SINGLE_FAMILY,Laurens County,East Dublin,41000
12045,1960,1000,sqft,SINGLE_FAMILY,Laurens County,East Dublin,45000
12046,1930,1074,Acres,SINGLE_FAMILY,Laurens County,East Dublin,42000
12047,1954,920,Acres,SINGLE_FAMILY,Laurens County,East Dublin,37000
12048,1969,1096,Acres,SINGLE_FAMILY,Laurens County,East Dublin,40000
12049,1958,1268,Acres,SINGLE_FAMILY,Laurens County,East Dublin,52000
12050,1920,1180,sqft,SINGLE_FAMILY,Laurens County,Dublin,38000
12051,1960,1248,Acres,SINGLE_FAMILY,Laurens County,East Dublin,45000
12052,1940,1200,Acres,SINGLE_FAMILY,Laurens County,East Dublin,48000
12053,0,0,Acres,LOT,Rockdale County,Conyers,2307000
12054,1977,2900,Acres,SINGLE_FAMILY,Rockdale County,Conyers,324900
12055,2021,0,sqft,SINGLE_FAMILY,Rockdale County,Conyers,279900
12056,1976,0,sqft,SINGLE_FAMILY,Rockdale County,Conyers,199900
12057,2018,2454,sqft,SINGLE_FAMILY,Rockdale County,Conyers,395000
12058,2018,1624,sqft,SINGLE_FAMILY,Rockdale County,Conyers,219900
12059,0,0,sqft,LOT,Rockdale County,Conyers,20000
12060,2005,2712,Acres,SINGLE_FAMILY,Rockdale County,Conyers,320000
12061,2001,3971,Acres,SINGLE_FAMILY,Rockdale County,Conyers,450000
12062,1975,3711,Acres,SINGLE_FAMILY,Rockdale County,Conyers,375000
12063,1968,2064,Acres,SINGLE_FAMILY,Rockdale County,Conyers,235000
12064,2006,2645,sqft,SINGLE_FAMILY,Rockdale County,Conyers,299000
12065,1900,1240,Acres,SINGLE_FAMILY,Rockdale County,Conyers,179900
12066,1900,0,Acres,SINGLE_FAMILY,Rockdale County,Conyers,179900
12067,0,0,Acres,LOT,Rockdale County,Conyers,500000
12068,1966,1633,Acres,SINGLE_FAMILY,Rockdale County,Conyers,319900
12069,1980,1640,Acres,SINGLE_FAMILY,Rockdale County,Conyers,299900
12070,1985,0,sqft,MULTI_FAMILY,Rockdale County,Conyers,245000
